#{"t_start": 1735310207.876689, "env_id": "BriscolaEpsGreedy-v0"}
r,l,t
51.206944,18,18.564866
-75.544722,20,18.585865
-50.635833,16,18.603865
-20.485,18,18.626866
42.831389,15,18.643866
-81.5725,12,18.656872
-43.921111,18,18.676869
-76.742222,13,18.690874
-70.166389,14,18.706866
41.305556,15,18.723884
-58.149444,16,18.740865
-59.454444,16,18.756882
41.948889,20,18.776882
-56.234167,14,18.789872
-63.543889,15,18.802872
-9.801389,20,18.822883
19.059167,19,18.844882
31.538611,20,18.868885
-71.058056,11,18.881867
-32.979167,19,18.904878
-78.920556,15,18.922869
-35.916667,19,18.943866
-46.716667,18,18.960866
-15.109444,19,18.981868
-87.271667,12,18.993866
93.316111,14,19.005869
41.461111,16,19.020865
57.247222,13,19.033866
-65.480556,13,19.045865
-80.411667,15,19.05987
-70.688056,13,19.069867
-84.905278,14,19.081866
-66.230833,19,19.102865
-31.314167,19,19.124867
0.6725,20,19.150871
-95.754444,15,19.169888
-76.381944,14,19.185866
-72.433889,17,19.201866
-91.430278,7,19.20987
2.609167,20,19.228868
38.753611,16,19.242883
-53.947222,13,19.253883
-48.626389,15,19.267866
27.154722,15,19.281865
-35.314167,19,19.297865
-68.167778,16,19.311865
-4.369167,20,19.328866
-13.443056,19,19.342867
-48.892778,19,19.363867
-22.328056,16,19.381873
-81.245278,12,19.394866
-79.341389,14,19.41287
11.863056,20,19.436868
48.093056,15,19.454866
55.6025,19,19.477872
10.27,20,19.497865
18.5225,19,19.514865
40.148056,19,19.534865
52.056667,15,19.545865
-60.719444,17,19.573874
-106.977778,16,19.591868
-14.339722,18,19.608869
29.5625,20,19.632865
16.156111,20,19.660867
60.466944,19,19.683865
-64.754167,16,19.698865
-89.558889,16,19.714865
-84.790556,11,19.725865
-86.2575,12,19.737865
46.460556,19,19.753865
-19.764444,19,19.772865
-36.545833,18,19.792866
-61.659167,15,19.805867
-23.053056,19,19.826865
-40.473611,14,19.842871
-12.8225,20,19.863867
-78.718889,9,19.871871
55.075,14,19.885875
-89.5025,17,19.906866
4.778333,20,19.926865
83.445833,13,19.939865
-0.628889,20,19.962866
-92.107778,11,19.973867
-78.531944,9,19.981867
-72.739722,10,19.990865
-27.37,20,20.008865
-28.626667,20,20.028866
-56.914722,12,20.040866
-69.383056,13,20.055872
-41.728611,18,20.077876
-84.015278,14,20.095872
-52.288333,14,20.108866
-70.169444,20,20.127866
32.223889,19,20.146865
-53.443611,15,20.162866
-49.126111,18,20.181865
-31.219722,19,20.199866
-90.888333,16,20.214873
30.046111,20,20.233866
-70.896111,15,20.249866
82.285556,14,20.261865
-61.653056,18,20.279866
-77.586667,17,20.294875
-67.671389,13,20.307866
-76.299167,17,20.324866
-64.290278,14,20.341865
-36.105278,20,20.361866
-34.212222,17,20.378867
-9.041944,20,20.39987
-34.399722,18,20.420866
-23.571111,20,20.441869
-74.553889,16,20.458866
-60.565556,16,20.475866
-16.749444,18,20.492866
37.066111,20,20.511871
-46.145278,17,20.526865
27.428889,20,20.543867
-18.861389,20,20.563883
-55.000278,13,20.578872
-43.102222,20,20.596872
-16.212778,16,20.610872
-39.552222,19,20.624873
26.824167,20,20.642872
-28.237778,20,20.660871
-61.001111,15,20.676875
18.017222,19,20.695872
-68.392222,15,20.709872
-24.310556,20,20.726872
34.0275,20,20.743872
93.956111,12,20.755876
18.814722,20,20.774865
-1.319722,20,20.794865
-33.295,20,20.811867
49.148611,15,20.829874
24.836944,19,20.856869
-47.085,16,20.877865
-62.376389,15,20.900866
-82.620278,12,20.916873
30.688056,20,20.937866
-72.719444,14,20.950865
41.753056,18,20.973866
-59.020278,15,20.991866
-39.8725,16,21.008871
-55.134167,19,21.025866
-69.741667,20,21.045865
-78.813333,11,21.057865
-79.242222,14,21.073865
74.094167,20,21.095865
-23.756667,20,21.115866
-65.442778,17,21.129865
25.080278,20,21.146866
-52.918333,17,21.162865
-60.372222,17,21.177866
-81.098056,19,21.195866
-57.956944,15,21.210865
32.586667,18,21.224865
-64.566111,16,21.238865
18.148889,20,21.255865
-37.395278,16,21.268865
-86.281667,14,21.284874
-34.446111,16,21.301874
-21.13,20,21.321871
-73.746667,16,21.336873
-47.872222,15,21.354872
-68.971667,18,21.369875
-59.647222,20,21.388866
-46.244167,13,21.402869
-80.439167,7,21.410865
-56.017222,18,21.429866
-70.517778,10,21.437866
-66.427778,14,21.45487
-51.656111,18,21.471872
-50.998889,18,21.490865
-79.691389,14,21.504872
-70.931667,12,21.517866
-61.206111,13,21.530866
-74.077222,16,21.550877
5.863056,20,21.569872
38.4425,17,21.589871
-79.366111,19,21.607881
-63.803056,13,21.620876
-49.567778,18,21.638876
-73.096389,10,21.650871
24.720278,20,21.669865
-72.510556,15,21.682865
-61.181667,14,21.697865
-55.025556,17,21.712865
-54.592222,18,21.730865
-3.0975,20,21.748866
-68.509444,12,21.759866
88.043611,10,21.766865
-55.8925,10,21.776866
-51.189167,19,21.791865
-3.753333,20,21.809866
-45.990278,16,21.823866
-71.444722,18,21.841866
22.010556,20,21.865865
-57.251944,17,21.881866
-54.128889,13,21.895867
-20.439444,18,21.916866
-69.511389,15,21.933869
-62.210278,15,21.945866
-72.373056,13,21.959865
-61.294722,18,21.974865
-29.096667,20,21.992866
-51.457778,16,22.006866
-57.585278,18,22.023867
-44.444722,17,22.038867
-27.7575,19,22.056865
-56.743333,15,22.069865
-63.459722,15,22.08888
-84.843333,16,22.106866
28.511111,20,22.125865
-63.653056,14,22.140865
-79.489167,9,22.151886
-61.767222,14,22.190873
-53.902222,18,22.21387
17.59,20,22.233865
-60.597222,15,22.248865
45.519722,18,22.263865
-42.203889,17,22.278869
27.137222,19,22.299865
-60.307222,16,22.315871
-48.585556,14,22.330865
-85.916111,10,22.339867
-41.586667,18,22.35787
34.753333,18,22.374866
1.628889,20,22.396865
8.975,20,22.416866
-75.57,11,22.430873
-66.050556,9,22.43887
-0.856667,20,22.457865
8.872778,20,22.478868
-34.095833,18,22.498872
-14.053889,16,22.515876
-35.035,18,22.535876
-80.408611,12,22.55087
-83.737222,11,22.563878
-52.806111,16,22.581865
-21.918056,19,22.60687
-62.0825,19,22.625865
-57.476389,19,22.644873
-81.729167,14,22.662871
-89.227778,18,22.680873
-74.178333,16,22.697866
75.312222,17,22.714865
-54.416389,12,22.725865
-69.870278,18,22.745865
-10.973889,20,22.76687
-90.094167,14,22.780882
-6.371389,20,22.800884
3.003889,20,22.821882
-14.277778,20,22.841866
-41.371944,15,22.858866
-82.478056,12,22.872869
69.124444,13,22.884865
-75.083056,13,22.900866
-84.453611,17,22.918866
-64.835,13,22.930866
29.587778,19,22.950869
-38.556111,20,22.972871
-21.972778,20,22.994866
-8.628611,20,23.015874
-50.736389,15,23.033868
-76.760833,10,23.042871
32.731111,17,23.06088
-102.769444,12,23.074866
31.244722,18,23.097867
-12.035278,20,23.120873
2.144167,20,23.144873
-32.155,19,23.167876
-60.254722,18,23.186867
-44.8225,17,23.204866
68.207222,11,23.218865
-66.945,17,23.237865
42.514722,16,23.25587
-47.416944,17,23.276865
67.363056,15,23.290866
-37.127222,20,23.312871
7.68,20,23.332867
-73.421667,16,23.346866
80.695278,14,23.360866
-19.13,19,23.377867
21.975,19,23.391865
-21.619167,19,23.408865
-41.641111,19,23.425865
51.774722,20,23.443866
-63.331111,17,23.458865
-69.929444,13,23.470865
-39.450833,20,23.488866
-78.249722,8,23.496865
-51.268889,19,23.513866
-85.043611,15,23.527865
-63.825,17,23.542868
61.259444,19,23.569876
-25.636111,17,23.594875
41.229167,19,23.62288
37.180833,20,23.649873
-35.804444,20,23.672867
-88.526389,13,23.687872
-27.101667,17,23.706865
31.480833,16,23.722868
54.748056,14,23.737865
-69.595556,14,23.749865
-69.490278,13,23.764866
33.293889,20,23.785866
3.417222,20,23.80787
-25.658889,19,23.826865
-44.826389,19,23.852875
-47.272222,19,23.895882
-70.283611,11,23.946887
45.210556,17,23.996883
-86.731111,11,24.023878
65.271944,14,24.247888
-69.343056,13,24.337865
-55.692778,17,24.37688
-57.637778,16,24.413876
-63.113056,15,24.449877
16.885833,18,24.496882
-41.763056,17,24.534881
4.072222,20,24.68288
43.963889,20,24.734877
36.4875,20,24.805872
-87.910556,9,24.985883
-81.146944,15,25.009884
-69.378333,13,25.029877
-51.331389,15,25.055882
-62.038889,16,25.079882
-39.296111,16,25.099867
-37.679167,18,25.123867
-65.151111,20,25.150869
32.375,20,25.173866
-58.479444,18,25.19287
-66.759722,16,25.211865
58.151944,14,25.229875
-55.624444,16,25.255883
54.359722,18,25.277876
-45.769722,19,25.302872
-41.076111,19,25.324871
-71.467778,12,25.336873
-68.641111,16,25.354873
-59.268056,12,25.370874
14.159167,18,25.390872
-82.616944,16,25.408866
-72.317222,14,25.42387
-69.050556,15,25.438871
-51.107778,20,25.458871
-83.436667,13,25.473871
59.609722,17,25.490865
-85.234444,14,25.502865
-85.444722,11,25.513866
-82.451944,13,25.527865
-76.921944,12,25.539865
-48.901944,15,25.553865
40.048056,20,25.572866
-35.3375,16,25.586864
-36.431944,18,25.606866
-0.155556,20,25.625866
-56.859722,14,25.644866
-79.72,12,25.658869
-36.332222,17,25.676869
28.689444,20,25.697865
1.168611,20,25.716865
-72.127222,14,25.732865
9.5225,19,25.751871
-0.6225,20,25.769865
-83.942778,12,25.780865
49.440278,16,25.794865
-56.0275,13,25.809868
67.886111,16,25.825873
47.674444,14,25.837872
63.955278,18,25.856871
-67.576111,16,25.873871
-84.038889,12,25.885871
52.183333,19,25.904866
-91.131944,15,25.915865
-51.402778,17,25.932868
-57.891944,18,25.947866
-71.125,12,25.957866
-59.776944,15,25.971867
52.089722,19,25.989866
-49.885833,18,26.003867
49.345833,14,26.018868
-70.246111,18,26.032866
22.056667,20,26.052867
-60.318056,14,26.067867
-80.221944,12,26.078868
25.215278,19,26.094869
45.104722,19,26.112866
12.002222,20,26.132868
43.329444,19,26.15187
-18.229722,20,26.171869
-85.029444,14,26.184881
16.328611,20,26.203883
34.531944,17,26.221873
-2.536389,20,26.239872
-24.886111,19,26.25587
-42.936667,18,26.272868
73.048056,12,26.284865
-88.838611,13,26.296865
-43.944444,16,26.313865
-70.064167,16,26.328866
-49.599167,16,26.344866
-57.068889,15,26.366874
-28.170556,20,26.388876
-69.663333,15,26.404876
-108.351111,14,26.416865
51.354722,12,26.429865
-48.350556,18,26.448866
8.242222,20,26.468865
-65.353889,15,26.481865
-46.089167,18,26.501866
33.336944,14,26.513866
42.550556,19,26.531867
-64.213611,14,26.547866
-63.906667,19,26.562865
25.4675,19,26.580865
-27.191944,19,26.597865
-45.402222,17,26.611865
54.051389,10,26.621865
44.861389,13,26.634866
-30.480833,19,26.652865
-78.461389,13,26.664865
-73.557778,10,26.672869
-47.6275,18,26.692866
33.241111,19,26.711873
-86.866389,11,26.719872
-73.068611,15,26.733875
52.201667,13,26.744876
-33.671667,15,26.759871
22.958056,19,26.779865
-65.961944,15,26.795865
-48.609722,18,26.812865
-75.375556,15,26.827866
-58.410278,15,26.840865
-68.931111,13,26.852866
-76.423611,12,26.864866
-24.341667,17,26.882865
34.602778,20,26.901866
-18.861111,20,26.920866
75.08,13,26.931865
-72.765,16,26.946866
29.535833,20,26.965866
74.249444,13,26.980865
26.018333,17,26.996866
-21.601944,19,27.015865
-36.287778,20,27.034866
49.808889,16,27.048865
53.943333,17,27.063865
43.501667,20,27.081866
-20.819444,19,27.098865
-67.570833,15,27.111903
-34.656389,18,27.129865
-80.5675,13,27.140865
56.548333,20,27.157865
3.033611,20,27.175869
-65.025,15,27.189868
-71.462222,15,27.202865
-75.173056,14,27.214864
-0.202778,20,27.232865
-44.107222,16,27.246865
-44.059444,18,27.26487
-56.5175,14,27.27787
52.265556,19,27.29887
-52.129444,17,27.31487
34.667222,19,27.334871
71.577778,17,27.348866
-49.847222,18,27.365865
10.962222,18,27.383866
-98.369167,11,27.394866
-65.013889,18,27.409865
-68.916389,15,27.424865
-51.507222,17,27.438866
-40.752222,15,27.453866
-57.848889,14,27.466866
-64.841944,15,27.478865
-86.033889,17,27.496866
-37.65,19,27.512866
-62.0175,15,27.526867
-39.133611,20,27.546866
-96.992222,13,27.558883
-43.155278,14,27.572873
-93.5175,15,27.587871
71.918889,12,27.600871
33.935,20,27.618878
-67.865,15,27.630872
-66.023333,16,27.646874
-57.571667,15,27.662866
0.564722,20,27.680866
-72.548611,17,27.694885
-52.708056,14,27.707865
-60.041111,16,27.722868
26.711111,20,27.739865
-56.581944,18,27.753865
46.736389,13,27.766872
-72.515,17,27.781873
14.239444,20,27.801874
-74.594167,17,27.817866
93.337778,9,27.825871
73.386111,14,27.841872
-55.385556,16,27.858866
-59.531667,17,27.874865
77.390556,13,27.885865
-80.958056,9,27.897866
-77.319444,15,27.909865
-67.693611,17,27.928866
-73.623611,16,27.943868
-87.323611,14,27.956866
30.983333,19,27.975872
-40.508333,18,27.990866
-62.734722,18,28.010865
7.799167,20,28.029867
-43.655,18,28.045866
23.719444,20,28.06789
-78.126111,16,28.084866
-74.761389,13,28.101865
3.920278,20,28.12287
-55.322222,16,28.139871
-68.474444,16,28.155872
-55.580278,16,28.171866
50.602222,17,28.186869
10.897778,20,28.204865
-40.063611,20,28.224865
-38.865833,16,28.239866
78.188333,10,28.248865
-55.57,20,28.267865
-64.966389,15,28.28187
-79.701389,13,28.293865
10.9,20,28.312865
-52.304167,18,28.329866
-6.267778,20,28.347865
67.3775,20,28.370865
23.919722,20,28.395865
-46.192778,17,28.411866
0.034722,20,28.429866
37.031389,20,28.447866
36.085556,20,28.465866
69.296944,9,28.472867
-45.663056,16,28.487865
-59.593889,12,28.498865
-65.391111,18,28.515865
-7.845278,20,28.535866
-68.118611,12,28.546865
-93.631944,16,28.561865
-54.641667,14,28.573865
-53.937222,20,28.591866
-47.853056,18,28.609865
-50.380833,16,28.623865
-61.269444,19,28.642865
-77.463889,12,28.65588
58.073333,14,28.668865
-76.251667,16,28.683865
3.709722,20,28.704866
29.171111,19,28.724865
-45.254444,18,28.741867
-52.134444,14,28.757868
-75.716667,14,28.769865
-20.638889,19,28.787865
-20.441111,18,28.805865
-56.361111,14,28.816864
63.610833,17,28.830865
-73.716389,11,28.841865
-49.897778,18,28.858865
-49.496667,14,28.869865
-54.231667,20,28.889865
19.067778,20,28.906866
-64.842778,15,28.919866
1.991667,20,28.938865
41.365278,20,28.955866
-31.621667,17,28.970866
-57.58,18,28.988865
-69.700278,15,28.999866
-80.994722,18,29.016865
-73.850556,15,29.030865
21.452778,20,29.047865
-81.0075,14,29.059865
-88.686667,10,29.069865
-34.695,13,29.080865
15.538056,20,29.098865
-41.983611,18,29.113865
-1.084444,20,29.131865
59.213333,17,29.148865
-27.300278,16,29.163873
-38.6175,20,29.181874
-48.623333,14,29.192873
-56.368611,16,29.206865
-66.007222,14,29.220865
3.524167,20,29.238866
-72.031389,15,29.250865
-43.338333,15,29.264865
-53.726944,10,29.274866
-57.625278,18,29.289865
-44.071389,18,29.305865
-66.873611,13,29.316865
-59.541389,19,29.334865
-12.332778,19,29.349866
-72.539722,13,29.362866
-79.219167,19,29.378868
-36.794444,19,29.396866
57.193333,15,29.410866
-53.757222,18,29.425865
-54.0525,14,29.438865
-61.321389,18,29.452865
-81.118056,19,29.470865
16.611111,20,29.487865
-77.341944,9,29.494865
-25.498611,20,29.511865
42.753611,19,29.528865
39.555833,18,29.550865
22.188611,20,29.570865
49.79,20,29.587865
-47.524722,15,29.599865
32.079722,20,29.620871
-41.4775,15,29.636871
-42.291944,14,29.65287
-60.235,17,29.666865
-82.476667,15,29.681872
-83.099444,14,29.693874
29.263889,20,29.716877
-96.982222,13,29.730874
-33.438611,17,29.751877
-56.691944,17,29.769868
-47.705,19,29.788866
-61.115556,13,29.800866
-1.043611,20,29.818866
-1.431944,20,29.836865
-80.438333,14,29.847865
-49.061667,17,29.867866
2.227222,20,29.887873
-48.411389,19,29.902873
-73.369444,16,29.917866
-54.255278,16,29.931865
-51.142222,19,29.949865
32.458056,20,29.966865
7.39,20,29.985866
-33.749722,17,30.000866
-26.605833,15,30.014866
-93.245833,10,30.024868
-31.269444,17,30.03887
-81.881944,13,30.049867
-45.627222,20,30.067867
28.983056,20,30.088865
-61.631389,15,30.106865
-75.7675,15,30.122865
-74.363333,18,30.140865
-19.546667,20,30.161868
-16.296667,18,30.180868
-76.868056,14,30.194867
-79.211111,14,30.209884
-81.354167,12,30.221883
-72.246667,15,30.235881
-30.955833,15,30.252883
24.037222,20,30.273867
33.314444,15,30.289877
-56.204444,15,30.304878
-75.634167,16,30.319869
-69.956667,14,30.332871
32.008611,19,30.350875
-77.035556,11,30.363871
-58.235,14,30.376879
-66.706111,16,30.391868
-61.791944,16,30.409866
61.461944,17,30.426867
-44.525278,16,30.443866
-87.691667,12,30.456867
61.994167,16,30.473868
-85.735833,11,30.485867
40.525,19,30.505867
-65.058056,9,30.51387
-65.979444,20,30.534865
-77.564167,10,30.545869
-46.551111,17,30.563866
15.667222,20,30.584867
-44.985278,19,30.604865
-67.0325,16,30.620865
-62.081667,18,30.641868
-41.723333,15,30.658864
24.556667,18,30.675865
-69.017222,12,30.688865
49.825278,16,30.704865
-58.721667,15,30.719865
64.444444,18,30.738866
-40.355278,18,30.753869
-63.426667,12,30.764866
-47.793333,14,30.777866
29.143333,20,30.796885
-60.268333,16,30.812886
-103.114444,15,30.824865
-65.710833,16,30.837865
-60.019722,17,30.855865
-55.775278,14,30.867865
24.693889,20,30.885865
-43.540833,19,30.909865
-20.731667,19,30.932865
-80.770833,14,30.944865
-53.852222,17,30.959866
58.063333,14,30.973866
-41.558611,18,30.989869
-49.188889,15,31.004865
-61.029444,19,31.024865
51.555833,19,31.042867
-57.966667,18,31.056865
33.390556,20,31.073866
-49.195833,19,31.091865
-44.900833,18,31.106865
38.035,17,31.129865
60.807778,16,31.149866
-68.040833,13,31.166865
-40.431944,19,31.195878
-25.754722,20,31.220873
16.035556,20,31.244865
79.073056,11,31.257871
-65.403889,13,31.277872
-68.879444,14,31.294873
-72.268333,15,31.315866
-33.0025,16,31.334866
-26.4925,20,31.354866
-23.832778,18,31.370866
-44.428333,17,31.388867
-72.728889,15,31.401865
-50.455556,13,31.415866
-44.787222,13,31.427865
35.436944,20,31.445865
-67.7475,18,31.462865
-59.035,19,31.480865
-44.779167,17,31.493865
-3.823889,20,31.512865
-25.9,19,31.529865
21.920278,19,31.547865
-29.941667,18,31.564865
-50.976944,15,31.580865
-73.684444,18,31.603879
-59.186944,13,31.616867
-71.055833,14,31.628866
-11.651667,20,31.648873
-36.398889,15,31.666875
-14.681389,19,31.685866
-64.926667,14,31.696867
-67.588611,15,31.713866
-57.044167,17,31.730866
77.7025,13,31.749865
3.583611,20,31.771874
-50.410556,11,31.783884
-81.953889,15,31.800867
-63.796667,12,31.812866
-8.543056,20,31.833865
-28.883889,20,31.854866
-52.994722,15,31.870868
48.306389,20,31.889867
-55.149722,17,31.903869
-73.104444,16,31.919892
-65.891389,12,31.932868
-48.318056,17,31.947866
-29.71,16,31.965884
-78.045,14,31.980872
-4.026944,20,31.998886
37.889722,19,32.016876
-79.586667,14,32.028875
-32.036389,19,32.048876
58.488056,15,32.063877
-48.597778,15,32.07687
-42.885556,18,32.096873
-72.251944,15,32.112877
-78.253889,15,32.131873
64.411389,17,32.156866
-10.968333,19,32.17587
-72.576944,15,32.193868
-75.501389,12,32.207875
-31.816389,20,32.225871
-53.447778,16,32.241873
-67.667222,16,32.255874
-80.823889,13,32.271877
-58.547778,17,32.290865
-76.524444,14,32.302865
-30.95,14,32.316865
-7.671389,20,32.335865
-51.363611,13,32.347865
-48.341944,17,32.362865
-84.951667,15,32.375865
71.293333,14,32.386865
-72.17,11,32.398865
-55.185,19,32.416865
-66.169167,16,32.430865
-18.748056,20,32.448871
-64.546667,12,32.459865
-55.014722,18,32.473865
-50.671389,15,32.487865
-70.956389,16,32.501865
-48.677222,16,32.515865
-82.015278,13,32.525865
-61.988889,16,32.549866
-59.200556,18,32.566867
-91.606389,10,32.574865
34.767778,19,32.592865
-67.046944,16,32.606865
-53.727222,16,32.620866
-74.159167,14,32.636868
19.282222,16,32.653865
-67.857222,15,32.666865
-47.513333,17,32.683866
-59.694444,17,32.701869
-19.721944,20,32.721867
-89.339167,16,32.737872
8.134722,20,32.755873
-64.33,16,32.771871
-71.930833,17,32.78787
67.431667,20,32.808866
-72.765278,20,32.829865
-19.618056,20,32.846865
-66.534444,16,32.861865
-53.635833,16,32.874865
-59.976389,13,32.886865
-69.453889,13,32.899865
43.311389,18,32.914865
-70.206944,13,32.925865
-73.530278,12,32.938869
82.380278,10,32.950865
-53.309167,16,32.966867
-73.151111,18,32.983866
-27.5125,18,33.002866
-55.808333,14,33.015865
-44.179722,17,33.032866
54.659722,20,33.050866
-93.709722,16,33.064865
-14.938611,18,33.078865
-83.127222,16,33.094865
37.194167,17,33.11387
-33.363611,16,33.138865
37.148611,20,33.167866
-61.004722,13,33.189876
24.167778,20,33.215884
-30.9125,18,33.23887
65.452222,17,33.260877
-54.751667,19,33.289875
-49.245,15,33.309877
-66.708889,14,33.328875
-67.730556,13,33.350872
-59.885833,20,33.379879
30.511389,19,33.402872
-1.3375,20,33.430882
15.526944,17,33.461876
-48.634167,16,33.48388
27.4,20,33.509877
-95.997778,12,33.524872
-64.15,10,33.534875
16.400556,19,33.558878
7.443333,20,33.581875
9.138611,20,33.609877
-37.921389,20,33.634874
-33.2125,19,33.664877
-79.161111,10,33.676873
-39.488333,14,33.701877
-59.39,15,33.721866
-80.165,13,33.749875
12.601944,20,33.779868
-46.915833,16,33.803876
-31.324722,20,33.829879
-59.475556,14,33.843874
18.834722,19,33.867877
-44.016111,18,33.89088
-99.908611,12,33.904875
-89.225278,12,33.92188
70.967778,12,33.939875
16.843056,20,33.965876
-47.893333,18,34.014877
-48.223611,20,34.044874
-55.143056,16,34.070875
5.507222,20,34.097878
-43.975556,18,34.118875
-3.064167,20,34.141877
